name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage,center percentage,platform,envelop_min,envelop_max,envelop percentage
#CBOW
weapn_crossbow_fire_npc,,crossbow2/shot/shot_00.wav,0.93,0.98,max,1,1.1,35,600,weapon,,,,0.7,all_mp,,,,weapon4
weapn_crossbow_fire_npc,,crossbow2/shot/shot_00.wav,0.93,0.98,max,1,1.1,35,600,weapon,,,,0.7,!ac130 all_mp,,,,weapon4
weapn_crossbow_fire_plr,,crossbow2/shot/shot_00.wav,0.91,0.94,wpnplyr,1,1.1,1200,,local,,,,0.85,,,,,weapon2,,,,

weap_crossbow_reload_npc,,crossbow2/reload/weap_crossbow_reload.wav,0.55,0.6,wpnai,1,1,7,100,reload,,,,0.7,all_mp,,,,weapon2,50

fly_crossbow_mag_out,,crossbow2/reload/fly_crossbow_mag_out.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,

fly_crossbow_mag_in,,crossbow2/reload/fly_crossbow_mag_in.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,

fly_crossbow_pull,,crossbow2/reload/fly_crossbow_bb.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,

fly_crossbow_release,,crossbow2/reload/fly_crossbow_bf.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,

fly_crossbow_latch,,crossbow2/reload/fly_crossbow_latch.wav,1,1,wpnplyr,1,1,7,500,reload2d,,,,0.85,,,,,weapon2,







